,Unnamed: 0,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,src
634,634,536,Palpitoad,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120,70,134,Medium Slow,1,Water 1,,50,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,palpitoad.png
635,635,537,Seismitoad,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,70,229,Medium Slow,1,Water 1,,50,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,seismitoad.png
636,636,538,Throh,5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,70,163,Medium Fast,1,Human-Like,,100,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,throh.png
637,637,539,Sawk,5,Normal,Karate Pokémon,1,Fighting,,1.4,51,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,70,163,Medium Fast,1,Human-Like,,100,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,sawk.png
638,638,540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,70,62,Medium Slow,1,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,sewaddle.png
639,639,541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,70,133,Medium Slow,1,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,swadloon.png
640,640,542,Leavanny,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,70,225,Medium Slow,1,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,leavanny.png
641,641,543,Venipede,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,70,52,Medium Slow,1,Bug,,50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,venipede.png
642,642,544,Whirlipede,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,70,126,Medium Slow,1,Bug,,50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,whirlipede.png
643,643,545,Scolipede,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,70,218,Medium Slow,1,Bug,,50,20,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,scolipede.png
644,644,546,Cottonee,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,70,56,Medium Fast,2,Fairy,Grass,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,cottonee.png
645,645,547,Whimsicott,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,70,168,Medium Fast,2,Fairy,Grass,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,whimsicott.png
646,646,548,Petilil,5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,70,56,Medium Fast,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,petilil.png
647,647,549,Lilligant,5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,70,168,Medium Fast,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,lilligant.png
648,648,550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,1,Water,,1,18,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,basculin-red-striped.png
649,649,550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,1,Water,,1,18,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,basculin-blue-striped.png
650,650,551,Sandile,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,70,58,Medium Slow,1,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,sandile.png
651,651,552,Krokorok,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,70,123,Medium Slow,1,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,krokorok.png
652,652,553,Krookodile,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,70,234,Medium Slow,1,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,krookodile.png
653,653,554,Darumaka,5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,70,63,Medium Slow,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,darumaka.png
654,654,554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,,,,Medium Slow,1,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,darumaka-galarian.png
655,655,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,70,168,Medium Slow,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,darmanitan-standard.png
656,656,555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60,70,189,Medium Slow,1,Field,,50,20,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,darmanitan-zen.png
657,657,555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,,,,Medium Slow,1,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,darmanitan-galarian-standard.png
658,658,555,Darmanitan Galarian Zen Mode,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,,,,,0,,,,,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5,darmanitan-galarian-zen.png
659,659,556,Maractus,5,Normal,Cactus Pokémon,1,Grass,,1,28,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,70,161,Medium Fast,1,Grass,,50,20,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,maractus.png
660,660,557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,70,65,Medium Fast,2,Bug,Mineral,50,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,dwebble.png
661,661,558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,70,170,Medium Fast,2,Bug,Mineral,50,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,crustle.png
662,662,559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,70,Medium Fast,2,Dragon,Field,50,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,scraggy.png
663,663,560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,70,171,Medium Fast,2,Dragon,Field,50,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,scrafty.png
664,664,561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,70,172,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,sigilyph.png
665,665,562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190,70,61,Medium Fast,2,Amorphous,Mineral,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,yamask.png
666,666,562,Galarian Yamask,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,,,,Medium Fast,2,Amorphous,Mineral,,25,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,yamask-galarian.png
667,667,563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,70,169,Medium Fast,2,Amorphous,Mineral,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,cofagrigus.png
668,668,564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,70,71,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1,tirtouga.png
669,669,565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,70,173,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1,carracosta.png
670,670,566,Archen,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,70,71,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,archen.png
671,671,567,Archeops,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32,1,Defeatist,,,567,75,140,65,112,65,110,45,70,177,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,archeops.png
672,672,568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,70,66,Medium Fast,1,Mineral,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,trubbish.png
673,673,569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,70,166,Medium Fast,1,Mineral,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,garbodor.png
674,674,570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,70,66,Medium Slow,1,Field,,87.5,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,zorua.png
675,675,571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,70,179,Medium Slow,1,Field,,87.5,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,zoroark.png
676,676,572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,70,60,Fast,1,Field,,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,minccino.png
677,677,573,Cinccino,5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,70,165,Fast,1,Field,,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,cinccino.png
678,678,574,Gothita,5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,70,58,Medium Slow,1,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,gothita.png
679,679,575,Gothorita,5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,70,137,Medium Slow,1,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,gothorita.png
680,680,576,Gothitelle,5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,70,221,Medium Slow,1,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,gothitelle.png
681,681,577,Solosis,5,Normal,Cell Pokémon,1,Psychic,,0.3,1,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,70,58,Medium Slow,1,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,solosis.png
682,682,578,Duosion,5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,70,130,Medium Slow,1,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,duosion.png
683,683,579,Reuniclus,5,Normal,Multiplying Pokémon,1,Psychic,,1,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,70,221,Medium Slow,1,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,reuniclus.png
684,684,580,Ducklett,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,70,61,Medium Fast,2,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,ducklett.png
685,685,581,Swanna,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,70,166,Medium Fast,2,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,swanna.png
686,686,582,Vanillite,5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,70,61,Slow,1,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,vanillite.png
687,687,583,Vanillish,5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,70,138,Slow,1,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,vanillish.png
688,688,584,Vanilluxe,5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45,70,241,Slow,1,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,vanilluxe.png
689,689,585,Deerling,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190,70,67,Medium Fast,1,Field,,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,deerling.png
690,690,586,Sawsbuck,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75,70,166,Medium Fast,1,Field,,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,sawsbuck.png
691,691,587,Emolga,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5,2,Static,,Motor Drive,428,55,75,60,75,60,103,200,70,150,Medium Fast,1,Field,,50,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,emolga.png
692,692,588,Karrablast,5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200,70,63,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,karrablast.png
693,693,589,Escavalier,5,Normal,Cavalry Pokémon,2,Bug,Steel,1,33,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75,70,173,Medium Fast,1,Bug,,50,15,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,escavalier.png
694,694,590,Foongus,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190,70,59,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,foongus.png
695,695,591,Amoonguss,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75,70,162,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,amoonguss.png
696,696,592,Frillish,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190,70,67,Medium Fast,1,Amorphous,,50,20,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,frillish.png
697,697,593,Jellicent,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60,70,168,Medium Fast,1,Amorphous,,50,20,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,jellicent.png
698,698,594,Alomomola,5,Normal,Caring Pokémon,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,75,70,165,Fast,2,Water 1,Water 2,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,alomomola.png
699,699,595,Joltik,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,190,70,64,Medium Fast,1,Bug,,50,20,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,joltik.png
700,700,596,Galvantula,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,75,70,165,Medium Fast,1,Bug,,50,20,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,galvantula.png
701,701,597,Ferroseed,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,255,70,61,Medium Fast,2,Grass,Mineral,50,20,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,ferroseed.png
702,702,598,Ferrothorn,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1,110,2,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,90,70,171,Medium Fast,2,Grass,Mineral,50,20,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,ferrothorn.png
703,703,599,Klink,5,Normal,Gear Pokémon,1,Steel,,0.3,21,3,Plus,Minus,Clear Body,300,40,55,70,45,60,30,130,70,60,Medium Slow,1,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,klink.png
704,704,600,Klang,5,Normal,Gear Pokémon,1,Steel,,0.6,51,3,Plus,Minus,Clear Body,440,60,80,95,70,85,50,60,70,154,Medium Slow,1,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,klang.png
705,705,601,Klinklang,5,Normal,Gear Pokémon,1,Steel,,0.6,81,3,Plus,Minus,Clear Body,520,60,100,115,70,85,90,30,70,234,Medium Slow,1,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,klinklang.png
706,706,602,Tynamo,5,Normal,EleFish Pokémon,1,Electric,,0.2,0.3,1,Levitate,,,275,35,55,40,45,40,60,190,70,55,Slow,1,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1,tynamo.png
707,707,603,Eelektrik,5,Normal,EleFish Pokémon,1,Electric,,1.2,22,1,Levitate,,,405,65,85,70,75,70,40,60,70,142,Slow,1,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1,eelektrik.png
708,708,604,Eelektross,5,Normal,EleFish Pokémon,1,Electric,,2.1,80.5,1,Levitate,,,515,85,115,80,105,80,50,30,70,232,Slow,1,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1,eelektross.png
709,709,605,Elgyem,5,Normal,Cerebral Pokémon,1,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,255,70,67,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,elgyem.png
710,710,606,Beheeyem,5,Normal,Cerebral Pokémon,1,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,90,70,170,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,beheeyem.png
711,711,607,Litwick,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,190,70,55,Medium Slow,1,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,litwick.png
712,712,608,Lampent,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,90,70,130,Medium Slow,1,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,lampent.png
713,713,609,Chandelure,5,Normal,Luring Pokémon,2,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,45,70,234,Medium Slow,1,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,chandelure.png
714,714,610,Axew,5,Normal,Tusk Pokémon,1,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,75,35,64,Slow,2,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,axew.png
715,715,611,Fraxure,5,Normal,Axe Jaw Pokémon,1,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,60,35,144,Slow,2,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,fraxure.png
716,716,612,Haxorus,5,Normal,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,45,35,243,Slow,2,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,haxorus.png
717,717,613,Cubchoo,5,Normal,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,120,70,61,Medium Fast,1,Field,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,cubchoo.png
718,718,614,Beartic,5,Normal,Freezing Pokémon,1,Ice,,2.6,260,3,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50,60,70,177,Medium Fast,1,Field,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,beartic.png
719,719,615,Cryogonal,5,Normal,Crystallizing Pokémon,1,Ice,,1.1,148,1,Levitate,,,515,80,50,50,95,135,105,25,70,180,Medium Fast,1,Mineral,,,25,1,2,1,1,1,0.5,2,1,0,1,1,1,2,1,1,1,2,1,cryogonal.png
720,720,616,Shelmet,5,Normal,Snail Pokémon,1,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,200,70,61,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,shelmet.png
721,721,617,Accelgor,5,Normal,Shell Out Pokémon,1,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,75,70,173,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,accelgor.png
722,722,618,Stunfisk,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11,3,Static,Limber,Sand Veil,471,109,66,84,81,99,32,75,70,165,Medium Fast,2,Amorphous,Water 1,50,20,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1,stunfisk.png
